id,name,degree,peel,diversity,betweenness,pagerank
70,Belwas,0.09917355371900827,0.5833333333333334,0.5718989568838848,0.001462692878530574,0.05231769941742858
71,Ben Bones,0.008264462809917356,0.08333333333333333,0.2810395886048937,0.0,0.003117104238573472
72,Ben Plumm,0.06611570247933884,0.4166666666666667,0.6799421061201669,0.00560352971757908,0.0231521485490479
73,Benedar Belmore,0.03305785123966942,0.25,0.20289037484789482,0.002291114254754408,0.012039290868932547
74,Benerro,0.024793388429752067,0.25,0.5620791768043331,0.00019310885582638567,0.006102637996590836
75,Benethon Scales,0.008264462809917356,0.08333333333333333,0.2810395886048937,0.0,0.0027438984260106164
76,Benfred Tallhart,0.024793388429752067,0.16666666666666666,0.4215593827046134,0.001909919455389304,0.010855100172684847
77,Benjen Stark,0.10743801652892562,0.6666666666666666,0.6460609006495356,0.029541428407988735,0.038963662054061536
78,Beric Dondarrion,0.14049586776859505,0.75,0.5477849035090224,0.011137738040497896,0.052552062859121805
79,Beth Cassel,0.01652892561983471,0.16666666666666666,0.0,0.0,0.0028849392753471106
80,Big Boil,0.008264462809917356,0.08333333333333333,0.2810395886048937,0.0,0.0012362213532970962
81,Biter,0.03305785123966942,0.3333333333333333,0.4277220454074463,0.0004913605388143076,0.01601436542201499
82,Black Balaq,0.0,0.0,0.0,0.0,0.0033009590467713043
83,Blane,0.0,0.0,0.0,0.0,0.0001716222485231651
